STARTING APP .........

Beginning translation of logical addresses to physical addresses...
virt: 0xe31d (pg:0xe3,off:0x1d)---> -----------, ---------- , *IN_BACK_S*,  phys: 0x851d, val:    0	  tlb_Hits: 12

virt: 0xf9d7 (pg:0xf9,off:0xd7)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x55d7, val:  117	  tlb_Hits: 12
virt: 0xcf30 (pg:0xcf,off:0x30)---> -----------, ---------- , *IN_BACK_S*,  phys: 0x8630, val:    0	  tlb_Hits: 12
virt: 0xda22 (pg:0xda,off:0x22)---> -----------, ---------- , *IN_BACK_S*,  phys: 0x8722, val:   54	  tlb_Hits: 12
virt: 0x0249 (pg:0x 2,off:0x49)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4349, val:    0	  tlb_Hits: 12
virt: 0xc81d (pg:0xc8,off:0x1d)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x7f1d, val:    0	  tlb_Hits: 12

virt: 0xfab5 (pg:0xfa,off:0xb5)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x11b5, val:    0	  tlb_Hits: 12
virt: 0xd65f (pg:0xd6,off:0x5f)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0e5f, val: -105	  tlb_Hits: 12
virt: 0x6e32 (pg:0x6e,off:0x32)---> -----------, ---------- , *IN_BACK_S*,  phys: 0x8832, val:   27	  tlb_Hits: 12
virt: 0x281c (pg:0x28,off:0x1c)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x391c, val:    0	  tlb_Hits: 12
virt: 0x3c23 (pg:0x3c,off:0x23)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x7c23, val:    8	  tlb_Hits: 12

virt: 0x3254 (pg:0x32,off:0x54)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x7654, val:    0	  tlb_Hits: 12
virt: 0x0865 (pg:0x 8,off:0x65)---> -----------, ---------- , *IN_BACK_S*,  phys: 0x8965, val:    0	  tlb_Hits: 12
virt: 0xd0eb (pg:0xd0,off:0xeb)---> -----------, ---------- , *IN_BACK_S*,  phys: 0x8aeb, val:   58	  tlb_Hits: 12
virt: 0xe8d6 (pg:0xe8,off:0xd6)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x65d6, val:   58	  tlb_Hits: 12
virt: 0x3a85 (pg:0x3a,off:0x85)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6085, val:    0	  tlb_Hits: 12

virt: 0x8f40 (pg:0x8f,off:0x40)---> -----------, ---------- , *IN_BACK_S*,  phys: 0x8b40, val:    0	  tlb_Hits: 12
virt: 0x5a9d (pg:0x5a,off:0x9d)---> -----------, ---------- , *IN_BACK_S*,  phys: 0x8c9d, val:    0	  tlb_Hits: 12
virt: 0x8ea6 (pg:0x8e,off:0xa6)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x38a6, val:   35	  tlb_Hits: 12
virt: 0x3431 (pg:0x34,off:0x31)---> -----------, ---------- , *IN_BACK_S*,  phys: 0x8d31, val:    0	  tlb_Hits: 12
virt: 0x4d62 (pg:0x4d,off:0x62)---> -----------, ---------- , *IN_BACK_S*,  phys: 0x8e62, val:   19	  tlb_Hits: 12

virt: 0x6563 (pg:0x65,off:0x63)---> -----------, ---------- , *IN_BACK_S*,  phys: 0x8f63, val:   88	  tlb_Hits: 12
virt: 0xf4d6 (pg:0xf4,off:0xd6)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x01d6, val:   61	  tlb_Hits: 12
virt: 0x65a5 (pg:0x65,off:0xa5)--->  *IN_TLB*  , ---------- , -----------,  phys: 0x8fa5, val:    0	  tlb_Hits: 13
virt: 0x72e1 (pg:0x72,off:0xe1)---> -----------, ---------- , *IN_BACK_S*,  phys: 0x90e1, val:    0	  tlb_Hits: 13
virt: 0x94df (pg:0x94,off:0xdf)---> -----------, ---------- , *IN_BACK_S*,  phys: 0x91df, val:   55	  tlb_Hits: 13

virt: 0xe4cd (pg:0xe4,off:0xcd)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3ccd, val:    0	  tlb_Hits: 13
virt: 0xde08 (pg:0xde,off:0x 8)---> -----------, ---------- , *IN_BACK_S*,  phys: 0x9208, val:    0	  tlb_Hits: 13
virt: 0xa15a (pg:0xa1,off:0x5a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x615a, val:   40	  tlb_Hits: 13
virt: 0xd49a (pg:0xd4,off:0x9a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4b9a, val:   53	  tlb_Hits: 13
virt: 0x0e21 (pg:0x e,off:0x21)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x2721, val:    0	  tlb_Hits: 13

virt: 0xc5dc (pg:0xc5,off:0xdc)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x48dc, val:    0	  tlb_Hits: 13
virt: 0xa1ec (pg:0xa1,off:0xec)--->  *IN_TLB*  , ---------- , -----------,  phys: 0x61ec, val:    0	  tlb_Hits: 14
virt: 0x4f11 (pg:0x4f,off:0x11)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4111, val:    0	  tlb_Hits: 14
virt: 0x7beb (pg:0x7b,off:0xeb)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x2feb, val:   -6	  tlb_Hits: 14
virt: 0xd1f3 (pg:0xd1,off:0xf3)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x03f3, val:  124	  tlb_Hits: 14

virt: 0x6f86 (pg:0x6f,off:0x86)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6d86, val:   27	  tlb_Hits: 14
virt: 0x5b6a (pg:0x5b,off:0x6a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x506a, val:   22	  tlb_Hits: 14
virt: 0x52d5 (pg:0x52,off:0xd5)---> -----------, ---------- , *IN_BACK_S*,  phys: 0x93d5, val:    0	  tlb_Hits: 14
virt: 0xdb75 (pg:0xdb,off:0x75)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6275, val:    0	  tlb_Hits: 14
virt: 0xe07e (pg:0xe0,off:0x7e)---> -----------, ---------- , *IN_BACK_S*,  phys: 0x947e, val:   56	  tlb_Hits: 14

virt: 0x9bfd (pg:0x9b,off:0xfd)---> -----------, ---------- , *IN_BACK_S*,  phys: 0x95fd, val:    0	  tlb_Hits: 14
virt: 0x8894 (pg:0x88,off:0x94)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6894, val:    0	  tlb_Hits: 14
virt: 0x60cd (pg:0x60,off:0xcd)---> -----------, ---------- , *IN_BACK_S*,  phys: 0x96cd, val:    0	  tlb_Hits: 14
virt: 0xa313 (pg:0xa3,off:0x13)---> -----------, ---------- , *IN_BACK_S*,  phys: 0x9713, val:  -60	  tlb_Hits: 14
virt: 0xf464 (pg:0xf4,off:0x64)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0164, val:    0	  tlb_Hits: 14

virt: 0xe45d (pg:0xe4,off:0x5d)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3c5d, val:    0	  tlb_Hits: 14
virt: 0x517a (pg:0x51,off:0x7a)---> -----------, ---------- , *IN_BACK_S*,  phys: 0x987a, val:   20	  tlb_Hits: 14
virt: 0xc095 (pg:0xc0,off:0x95)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x2195, val:    0	  tlb_Hits: 14
virt: 0x9e7c (pg:0x9e,off:0x7c)---> -----------, ---------- , *IN_BACK_S*,  phys: 0x997c, val:    0	  tlb_Hits: 14
virt: 0x5d20 (pg:0x5d,off:0x20)---> -----------, ---------- , *IN_BACK_S*,  phys: 0x9a20, val:    0	  tlb_Hits: 14

virt: 0x89ce (pg:0x89,off:0xce)---> -----------, ---------- , *IN_BACK_S*,  phys: 0x9bce, val:   34	  tlb_Hits: 14
virt: 0xf5b9 (pg:0xf5,off:0xb9)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6fb9, val:    0	  tlb_Hits: 14
virt: 0xdd4a (pg:0xdd,off:0x4a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x344a, val:   55	  tlb_Hits: 14
virt: 0x2b8d (pg:0x2b,off:0x8d)---> -----------, ---------- , *IN_BACK_S*,  phys: 0x9c8d, val:    0	  tlb_Hits: 14
virt: 0x9808 (pg:0x98,off:0x 8)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0f08, val:    0	  tlb_Hits: 14

virt: 0x5b86 (pg:0x5b,off:0x86)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5086, val:   22	  tlb_Hits: 14
virt: 0xe0f8 (pg:0xe0,off:0xf8)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x94f8, val:    0	  tlb_Hits: 14
virt: 0x0c08 (pg:0x c,off:0x 8)---> -----------, ---------- , *IN_BACK_S*,  phys: 0x9d08, val:    0	  tlb_Hits: 14
virt: 0x1a15 (pg:0x1a,off:0x15)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x1a15, val:    0	  tlb_Hits: 14
virt: 0xc610 (pg:0xc6,off:0x10)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6610, val:    0	  tlb_Hits: 14

virt: 0xcaab (pg:0xca,off:0xab)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6aab, val:  -86	  tlb_Hits: 14
virt: 0xf54f (pg:0xf5,off:0x4f)--->  *IN_TLB*  , ---------- , -----------,  phys: 0x6f4f, val:   83	  tlb_Hits: 15
virt: 0x4edc (pg:0x4e,off:0xdc)---> -----------, ---------- , *IN_BACK_S*,  phys: 0x9edc, val:    0	  tlb_Hits: 15
virt: 0x04dd (pg:0x 4,off:0xdd)---> -----------, ---------- , *IN_BACK_S*,  phys: 0x9fdd, val:    0	  tlb_Hits: 15
virt: 0x2fbc (pg:0x2f,off:0xbc)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0abc, val:    0	  tlb_Hits: 15

virt: 0x44c2 (pg:0x44,off:0xc2)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xa0c2, val:   17	  tlb_Hits: 15
virt: 0x6fc1 (pg:0x6f,off:0xc1)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6dc1, val:    0	  tlb_Hits: 15
virt: 0xa6c6 (pg:0xa6,off:0xc6)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x51c6, val:   41	  tlb_Hits: 15
virt: 0x7482 (pg:0x74,off:0x82)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xa182, val:   29	  tlb_Hits: 15
virt: 0x3603 (pg:0x36,off:0x 3)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x7a03, val: -128	  tlb_Hits: 15

virt: 0x6ac8 (pg:0x6a,off:0xc8)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x70c8, val:    0	  tlb_Hits: 15
virt: 0xd05f (pg:0xd0,off:0x5f)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8a5f, val:   23	  tlb_Hits: 15
virt: 0x2d0d (pg:0x2d,off:0x d)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xa20d, val:    0	  tlb_Hits: 15
virt: 0xa2f1 (pg:0xa2,off:0xf1)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xa3f1, val:    0	  tlb_Hits: 15
virt: 0x8462 (pg:0x84,off:0x62)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xa462, val:   33	  tlb_Hits: 15

virt: 0x131e (pg:0x13,off:0x1e)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x351e, val:    4	  tlb_Hits: 15
virt: 0xe0ff (pg:0xe0,off:0xff)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x94ff, val:   63	  tlb_Hits: 15
virt: 0x0f1e (pg:0x f,off:0x1e)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4a1e, val:    3	  tlb_Hits: 15
virt: 0xe4fe (pg:0xe4,off:0xfe)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3cfe, val:   57	  tlb_Hits: 15
virt: 0x7454 (pg:0x74,off:0x54)--->  *IN_TLB*  , ---------- , -----------,  phys: 0xa154, val:    0	  tlb_Hits: 16

virt: 0xf459 (pg:0xf4,off:0x59)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0159, val:    0	  tlb_Hits: 16
virt: 0x08ff (pg:0x 8,off:0xff)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x89ff, val:   63	  tlb_Hits: 16
virt: 0xcacb (pg:0xca,off:0xcb)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6acb, val:  -78	  tlb_Hits: 16
virt: 0x186b (pg:0x18,off:0x6b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x1d6b, val:   26	  tlb_Hits: 16
virt: 0x94db (pg:0x94,off:0xdb)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x91db, val:   54	  tlb_Hits: 16

virt: 0xe7bd (pg:0xe7,off:0xbd)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x28bd, val:    0	  tlb_Hits: 16
virt: 0xef6f (pg:0xef,off:0x6f)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xa56f, val:  -37	  tlb_Hits: 16
virt: 0x684b (pg:0x68,off:0x4b)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xa64b, val:   18	  tlb_Hits: 16
virt: 0xc7f4 (pg:0xc7,off:0xf4)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xa7f4, val:    0	  tlb_Hits: 16
virt: 0xe87f (pg:0xe8,off:0x7f)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x657f, val:   31	  tlb_Hits: 16

virt: 0x1cb1 (pg:0x1c,off:0xb1)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xa8b1, val:    0	  tlb_Hits: 16
virt: 0x4f65 (pg:0x4f,off:0x65)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4165, val:    0	  tlb_Hits: 16
virt: 0x9ad1 (pg:0x9a,off:0xd1)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xa9d1, val:    0	  tlb_Hits: 16
virt: 0x061a (pg:0x 6,off:0x1a)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xaa1a, val:    1	  tlb_Hits: 16
virt: 0x1d9c (pg:0x1d,off:0x9c)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x189c, val:    0	  tlb_Hits: 16

virt: 0x1fea (pg:0x1f,off:0xea)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x84ea, val:    7	  tlb_Hits: 16
virt: 0xf330 (pg:0xf3,off:0x30)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5d30, val:    0	  tlb_Hits: 16
virt: 0x8bef (pg:0x8b,off:0xef)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xabef, val:   -5	  tlb_Hits: 16
virt: 0x6c8e (pg:0x6c,off:0x8e)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xac8e, val:   27	  tlb_Hits: 16
virt: 0x3387 (pg:0x33,off:0x87)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xad87, val:  -31	  tlb_Hits: 16

virt: 0x262c (pg:0x26,off:0x2c)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xae2c, val:    0	  tlb_Hits: 16
virt: 0x1d35 (pg:0x1d,off:0x35)--->  *IN_TLB*  , ---------- , -----------,  phys: 0x1835, val:    0	  tlb_Hits: 17
virt: 0xada7 (pg:0xad,off:0xa7)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xafa7, val:  105	  tlb_Hits: 17
virt: 0xe89a (pg:0xe8,off:0x9a)--->  *IN_TLB*  , ---------- , -----------,  phys: 0x659a, val:   58	  tlb_Hits: 18
virt: 0xc0c3 (pg:0xc0,off:0xc3)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x21c3, val:   48	  tlb_Hits: 18

virt: 0x8ebb (pg:0x8e,off:0xbb)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x38bb, val:  -82	  tlb_Hits: 18
virt: 0x30a5 (pg:0x30,off:0xa5)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xb0a5, val:    0	  tlb_Hits: 18
virt: 0xc1e8 (pg:0xc1,off:0xe8)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xb1e8, val:    0	  tlb_Hits: 18
virt: 0x6e82 (pg:0x6e,off:0x82)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8882, val:   27	  tlb_Hits: 18
virt: 0xaf11 (pg:0xaf,off:0x11)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3311, val:    0	  tlb_Hits: 18

virt: 0x2175 (pg:0x21,off:0x75)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4e75, val:    0	  tlb_Hits: 18
virt: 0x400f (pg:0x40,off:0x f)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xb20f, val:    3	  tlb_Hits: 18
virt: 0xa3ce (pg:0xa3,off:0xce)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x97ce, val:   40	  tlb_Hits: 18
virt: 0xb191 (pg:0xb1,off:0x91)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xb391, val:    0	  tlb_Hits: 18
virt: 0x8440 (pg:0x84,off:0x40)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa440, val:    0	  tlb_Hits: 18

virt: 0x4c2a (pg:0x4c,off:0x2a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x582a, val:   19	  tlb_Hits: 18
virt: 0x44fd (pg:0x44,off:0xfd)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa0fd, val:    0	  tlb_Hits: 18
virt: 0xf955 (pg:0xf9,off:0x55)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5555, val:    0	  tlb_Hits: 18
virt: 0xa432 (pg:0xa4,off:0x32)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xb432, val:   41	  tlb_Hits: 18
virt: 0x7100 (pg:0x71,off:0x 0)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4000, val:    0	  tlb_Hits: 18

virt: 0x77f7 (pg:0x77,off:0xf7)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3ff7, val:   -3	  tlb_Hits: 18
virt: 0x2260 (pg:0x22,off:0x60)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xb560, val:    0	  tlb_Hits: 18
virt: 0xcc6f (pg:0xcc,off:0x6f)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xb66f, val:   27	  tlb_Hits: 18
virt: 0x9777 (pg:0x97,off:0x77)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xb777, val:  -35	  tlb_Hits: 18
virt: 0xcde0 (pg:0xcd,off:0xe0)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x75e0, val:    0	  tlb_Hits: 18

virt: 0x5f3c (pg:0x5f,off:0x3c)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x063c, val:    0	  tlb_Hits: 18
virt: 0x4c92 (pg:0x4c,off:0x92)--->  *IN_TLB*  , ---------- , -----------,  phys: 0x5892, val:   19	  tlb_Hits: 19
virt: 0xe28e (pg:0xe2,off:0x8e)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0c8e, val:   56	  tlb_Hits: 19
virt: 0x0b67 (pg:0x b,off:0x67)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x2d67, val:  -39	  tlb_Hits: 19
virt: 0x20aa (pg:0x20,off:0xaa)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xb8aa, val:    8	  tlb_Hits: 19

virt: 0x45dc (pg:0x45,off:0xdc)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x26dc, val:    0	  tlb_Hits: 19
virt: 0xb2a9 (pg:0xb2,off:0xa9)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x1ea9, val:    0	  tlb_Hits: 19
virt: 0xbb16 (pg:0xbb,off:0x16)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6416, val:   46	  tlb_Hits: 19
virt: 0xe913 (pg:0xe9,off:0x13)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xb913, val:   68	  tlb_Hits: 19
virt: 0x2891 (pg:0x28,off:0x91)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3991, val:    0	  tlb_Hits: 19

virt: 0xce2e (pg:0xce,off:0x2e)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xba2e, val:   51	  tlb_Hits: 19
virt: 0xfba0 (pg:0xfb,off:0xa0)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x13a0, val:    0	  tlb_Hits: 19
virt: 0x9ff2 (pg:0x9f,off:0xf2)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x20f2, val:   39	  tlb_Hits: 19
virt: 0x418a (pg:0x41,off:0x8a)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xbb8a, val:   16	  tlb_Hits: 19
virt: 0x6a17 (pg:0x6a,off:0x17)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x7017, val: -123	  tlb_Hits: 19

virt: 0x5f04 (pg:0x5f,off:0x 4)--->  *IN_TLB*  , ---------- , -----------,  phys: 0x0604, val:    0	  tlb_Hits: 20
virt: 0x7ec2 (pg:0x7e,off:0xc2)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x1bc2, val:   31	  tlb_Hits: 20
virt: 0x2394 (pg:0x23,off:0x94)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xbc94, val:    0	  tlb_Hits: 20
virt: 0xff19 (pg:0xff,off:0x19)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x7719, val:    0	  tlb_Hits: 20
virt: 0x4c77 (pg:0x4c,off:0x77)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5877, val:   29	  tlb_Hits: 20

virt: 0x2b6d (pg:0x2b,off:0x6d)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x9c6d, val:    0	  tlb_Hits: 20
virt: 0xfe92 (pg:0xfe,off:0x92)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xbd92, val:   63	  tlb_Hits: 20
virt: 0xe29d (pg:0xe2,off:0x9d)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0c9d, val:    0	  tlb_Hits: 20
virt: 0xf0ec (pg:0xf0,off:0xec)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5aec, val:    0	  tlb_Hits: 20
virt: 0xf816 (pg:0xf8,off:0x16)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6e16, val:   62	  tlb_Hits: 20

virt: 0x4432 (pg:0x44,off:0x32)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa032, val:   17	  tlb_Hits: 20
virt: 0xd593 (pg:0xd5,off:0x93)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xbe93, val:  100	  tlb_Hits: 20
virt: 0x06b1 (pg:0x 6,off:0xb1)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xaab1, val:    0	  tlb_Hits: 20
virt: 0xd741 (pg:0xd7,off:0x41)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x1441, val:    0	  tlb_Hits: 20
virt: 0xff29 (pg:0xff,off:0x29)--->  *IN_TLB*  , ---------- , -----------,  phys: 0x7729, val:    0	  tlb_Hits: 21

virt: 0xb0de (pg:0xb0,off:0xde)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xbfde, val:   44	  tlb_Hits: 21
virt: 0x6690 (pg:0x66,off:0x90)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xc090, val:    0	  tlb_Hits: 21
virt: 0xfac6 (pg:0xfa,off:0xc6)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x11c6, val:   62	  tlb_Hits: 21
virt: 0x7301 (pg:0x73,off:0x 1)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xc101, val:    0	  tlb_Hits: 21
virt: 0x0788 (pg:0x 7,off:0x88)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8188, val:    0	  tlb_Hits: 21

virt: 0x9a01 (pg:0x9a,off:0x 1)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa901, val:    0	  tlb_Hits: 21
virt: 0x7d00 (pg:0x7d,off:0x 0)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xc200, val:    0	  tlb_Hits: 21
virt: 0x6f85 (pg:0x6f,off:0x85)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6d85, val:    0	  tlb_Hits: 21
virt: 0xb4d7 (pg:0xb4,off:0xd7)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xc3d7, val:   53	  tlb_Hits: 21
virt: 0x58f4 (pg:0x58,off:0xf4)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0bf4, val:    0	  tlb_Hits: 21

virt: 0xe374 (pg:0xe3,off:0x74)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8574, val:    0	  tlb_Hits: 21
virt: 0xf825 (pg:0xf8,off:0x25)--->  *IN_TLB*  , ---------- , -----------,  phys: 0x6e25, val:    0	  tlb_Hits: 22
virt: 0x7f5a (pg:0x7f,off:0x5a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x255a, val:   31	  tlb_Hits: 22
virt: 0xb473 (pg:0xb4,off:0x73)--->  *IN_TLB*  , ---------- , -----------,  phys: 0xc373, val:   28	  tlb_Hits: 23
virt: 0xda29 (pg:0xda,off:0x29)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8729, val:    0	  tlb_Hits: 23

virt: 0xb576 (pg:0xb5,off:0x76)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xc476, val:   45	  tlb_Hits: 23
virt: 0x1d3f (pg:0x1d,off:0x3f)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x183f, val:   79	  tlb_Hits: 23
virt: 0x8457 (pg:0x84,off:0x57)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa457, val:   21	  tlb_Hits: 23
virt: 0xa414 (pg:0xa4,off:0x14)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xb414, val:    0	  tlb_Hits: 23
virt: 0x2197 (pg:0x21,off:0x97)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4e97, val:  101	  tlb_Hits: 23

virt: 0x48d1 (pg:0x48,off:0xd1)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x15d1, val:    0	  tlb_Hits: 23
virt: 0xbf77 (pg:0xbf,off:0x77)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xc577, val:  -35	  tlb_Hits: 23
virt: 0x68ce (pg:0x68,off:0xce)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa6ce, val:   26	  tlb_Hits: 23
virt: 0x87c2 (pg:0x87,off:0xc2)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x46c2, val:   33	  tlb_Hits: 23
virt: 0x394c (pg:0x39,off:0x4c)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x824c, val:    0	  tlb_Hits: 23

virt: 0x95da (pg:0x95,off:0xda)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4fda, val:   37	  tlb_Hits: 23
virt: 0x9787 (pg:0x97,off:0x87)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xb787, val:  -31	  tlb_Hits: 23
virt: 0x104b (pg:0x10,off:0x4b)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xc64b, val:   18	  tlb_Hits: 23
virt: 0xb397 (pg:0xb3,off:0x97)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xc797, val:  -27	  tlb_Hits: 23
virt: 0x391f (pg:0x39,off:0x1f)--->  *IN_TLB*  , ---------- , -----------,  phys: 0x821f, val:   71	  tlb_Hits: 24

