STARTING APP .........

Beginning translation of logical addresses to physical addresses...
virt: 0x1049 (pg:0x10,off:0x49)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xc649, val:    0	  tlb_Hits: 31
virt: 0x8d16 (pg:0x8d,off:0x16)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xd516, val:   35	  tlb_Hits: 31
virt: 0x2570 (pg:0x25,off:0x70)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xe870, val:    0	  tlb_Hits: 31
virt: 0x483a (pg:0x48,off:0x3a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x153a, val:   18	  tlb_Hits: 31

virt: 0xd87c (pg:0xd8,off:0x7c)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xe37c, val:    0	  tlb_Hits: 31
virt: 0x164c (pg:0x16,off:0x4c)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xcb4c, val:    0	  tlb_Hits: 31
virt: 0x5bd2 (pg:0x5b,off:0xd2)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x50d2, val:   22	  tlb_Hits: 31
virt: 0x3c1f (pg:0x3c,off:0x1f)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x7c1f, val:    7	  tlb_Hits: 31
virt: 0x8e10 (pg:0x8e,off:0x10)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3810, val:    0	  tlb_Hits: 31

virt: 0x9840 (pg:0x98,off:0x40)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0f40, val:    0	  tlb_Hits: 31
virt: 0xc4e6 (pg:0xc4,off:0xe6)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x36e6, val:   49	  tlb_Hits: 31
virt: 0xc054 (pg:0xc0,off:0x54)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x2154, val:    0	  tlb_Hits: 31
virt: 0xfe0b (pg:0xfe,off:0x b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xbd0b, val: -126	  tlb_Hits: 31
virt: 0x75a8 (pg:0x75,off:0xa8)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x02a8, val:    0	  tlb_Hits: 31

virt: 0xf457 (pg:0xf4,off:0x57)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0157, val:   21	  tlb_Hits: 31
virt: 0xb6d9 (pg:0xb6,off:0xd9)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xd8d9, val:    0	  tlb_Hits: 31
virt: 0x54b7 (pg:0x54,off:0xb7)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xccb7, val:   45	  tlb_Hits: 31
virt: 0xd24f (pg:0xd2,off:0x4f)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xd34f, val: -109	  tlb_Hits: 31
virt: 0x0832 (pg:0x 8,off:0x32)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8932, val:    2	  tlb_Hits: 31

virt: 0x304c (pg:0x30,off:0x4c)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xb04c, val:    0	  tlb_Hits: 31
virt: 0xb136 (pg:0xb1,off:0x36)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xb336, val:   44	  tlb_Hits: 31
virt: 0xc505 (pg:0xc5,off:0x 5)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4805, val:    0	  tlb_Hits: 31
virt: 0x8f43 (pg:0x8f,off:0x43)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8b43, val:  -48	  tlb_Hits: 31
virt: 0xd856 (pg:0xd8,off:0x56)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xe356, val:   54	  tlb_Hits: 31

virt: 0x2e46 (pg:0x2e,off:0x46)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xe946, val:   11	  tlb_Hits: 31
virt: 0xbfe7 (pg:0xbf,off:0xe7)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xc5e7, val:   -7	  tlb_Hits: 31
virt: 0x4dbc (pg:0x4d,off:0xbc)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8ebc, val:    0	  tlb_Hits: 31
virt: 0x504a (pg:0x50,off:0x4a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xde4a, val:   20	  tlb_Hits: 31
virt: 0x4b13 (pg:0x4b,off:0x13)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3713, val:  -60	  tlb_Hits: 31

virt: 0xc91b (pg:0xc9,off:0x1b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3e1b, val:   70	  tlb_Hits: 31
virt: 0xe2ea (pg:0xe2,off:0xea)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0cea, val:   56	  tlb_Hits: 31
virt: 0x98a2 (pg:0x98,off:0xa2)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0fa2, val:   38	  tlb_Hits: 31
virt: 0x3ebc (pg:0x3e,off:0xbc)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x52bc, val:    0	  tlb_Hits: 31
virt: 0x28cf (pg:0x28,off:0xcf)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x39cf, val:   51	  tlb_Hits: 31

virt: 0xd399 (pg:0xd3,off:0x99)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xca99, val:    0	  tlb_Hits: 31
virt: 0x509a (pg:0x50,off:0x9a)--->  *IN_TLB*  , ---------- , -----------,  phys: 0xde9a, val:   20	  tlb_Hits: 32
virt: 0xe0d3 (pg:0xe0,off:0xd3)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x94d3, val:   52	  tlb_Hits: 32
virt: 0xef1a (pg:0xef,off:0x1a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa51a, val:   59	  tlb_Hits: 32
virt: 0x010d (pg:0x 1,off:0x d)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xdf0d, val:    0	  tlb_Hits: 32

virt: 0x8182 (pg:0x81,off:0x82)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xd182, val:   32	  tlb_Hits: 32
virt: 0xfbe7 (pg:0xfb,off:0xe7)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x13e7, val:   -7	  tlb_Hits: 32
virt: 0xef27 (pg:0xef,off:0x27)--->  *IN_TLB*  , ---------- , -----------,  phys: 0xa527, val:  -55	  tlb_Hits: 33
virt: 0xb8bc (pg:0xb8,off:0xbc)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x74bc, val:    0	  tlb_Hits: 33
virt: 0x555c (pg:0x55,off:0x5c)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5e5c, val:    0	  tlb_Hits: 33

virt: 0x14a1 (pg:0x14,off:0xa1)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3ba1, val:    0	  tlb_Hits: 33
virt: 0xb358 (pg:0xb3,off:0x58)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xc758, val:    0	  tlb_Hits: 33
virt: 0x7f14 (pg:0x7f,off:0x14)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x2514, val:    0	  tlb_Hits: 33
virt: 0xf65b (pg:0xf6,off:0x5b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x565b, val: -106	  tlb_Hits: 33
virt: 0xa2d3 (pg:0xa2,off:0xd3)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa3d3, val:  -76	  tlb_Hits: 33

virt: 0x51f5 (pg:0x51,off:0xf5)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x98f5, val:    0	  tlb_Hits: 33
virt: 0x8459 (pg:0x84,off:0x59)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa459, val:    0	  tlb_Hits: 33
virt: 0xa339 (pg:0xa3,off:0x39)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x9739, val:    0	  tlb_Hits: 33
virt: 0x11e4 (pg:0x11,off:0xe4)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xe5e4, val:    0	  tlb_Hits: 33
virt: 0xa1ad (pg:0xa1,off:0xad)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x61ad, val:    0	  tlb_Hits: 33

virt: 0x6f9c (pg:0x6f,off:0x9c)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6d9c, val:    0	  tlb_Hits: 33
virt: 0x030e (pg:0x 3,off:0x e)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x1f0e, val:    0	  tlb_Hits: 33
virt: 0x7641 (pg:0x76,off:0x41)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xe641, val:    0	  tlb_Hits: 33
virt: 0xf33b (pg:0xf3,off:0x3b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5d3b, val:  -50	  tlb_Hits: 33
virt: 0x4602 (pg:0x46,off:0x 2)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4902, val:   17	  tlb_Hits: 33

virt: 0xf706 (pg:0xf7,off:0x 6)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4206, val:   61	  tlb_Hits: 33
virt: 0x0cec (pg:0x c,off:0xec)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x9dec, val:    0	  tlb_Hits: 33
virt: 0x67b1 (pg:0x67,off:0xb1)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5fb1, val:    0	  tlb_Hits: 33
virt: 0xad6b (pg:0xad,off:0x6b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xaf6b, val:   90	  tlb_Hits: 33
virt: 0x98d0 (pg:0x98,off:0xd0)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0fd0, val:    0	  tlb_Hits: 33

virt: 0x54ca (pg:0x54,off:0xca)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xccca, val:   21	  tlb_Hits: 33
virt: 0x1be8 (pg:0x1b,off:0xe8)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x67e8, val:    0	  tlb_Hits: 33
virt: 0x7624 (pg:0x76,off:0x24)--->  *IN_TLB*  , ---------- , -----------,  phys: 0xe624, val:    0	  tlb_Hits: 34
virt: 0x0e8d (pg:0x e,off:0x8d)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x278d, val:    0	  tlb_Hits: 34
virt: 0xd568 (pg:0xd5,off:0x68)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xbe68, val:    0	  tlb_Hits: 34

virt: 0x776e (pg:0x77,off:0x6e)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3f6e, val:   29	  tlb_Hits: 34
virt: 0x2119 (pg:0x21,off:0x19)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4e19, val:    0	  tlb_Hits: 34
virt: 0x3062 (pg:0x30,off:0x62)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xb062, val:   12	  tlb_Hits: 34
virt: 0xa09a (pg:0xa0,off:0x9a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x229a, val:   40	  tlb_Hits: 34
virt: 0xe24a (pg:0xe2,off:0x4a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0c4a, val:   56	  tlb_Hits: 34

virt: 0x3bed (pg:0x3b,off:0xed)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x7eed, val:    0	  tlb_Hits: 34
virt: 0x3cee (pg:0x3c,off:0xee)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x7cee, val:   15	  tlb_Hits: 34
virt: 0xea12 (pg:0xea,off:0x12)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x2912, val:   58	  tlb_Hits: 34
virt: 0x4732 (pg:0x47,off:0x32)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0932, val:   17	  tlb_Hits: 34
virt: 0xbc22 (pg:0xbc,off:0x22)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4522, val:   47	  tlb_Hits: 34

virt: 0xa122 (pg:0xa1,off:0x22)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6122, val:   40	  tlb_Hits: 34
virt: 0x05e8 (pg:0x 5,off:0xe8)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xc9e8, val:    0	  tlb_Hits: 34
virt: 0x09f2 (pg:0x 9,off:0xf2)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x12f2, val:    2	  tlb_Hits: 34
virt: 0xa2d2 (pg:0xa2,off:0xd2)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa3d2, val:   40	  tlb_Hits: 34
virt: 0x0142 (pg:0x 1,off:0x42)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xdf42, val:    0	  tlb_Hits: 34

virt: 0x0370 (pg:0x 3,off:0x70)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x1f70, val:    0	  tlb_Hits: 34
virt: 0x519b (pg:0x51,off:0x9b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x989b, val:  102	  tlb_Hits: 34
virt: 0xdd1c (pg:0xdd,off:0x1c)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x341c, val:    0	  tlb_Hits: 34
virt: 0x9ce6 (pg:0x9c,off:0xe6)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x04e6, val:   39	  tlb_Hits: 34
virt: 0x68a7 (pg:0x68,off:0xa7)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa6a7, val:   41	  tlb_Hits: 34

virt: 0xae10 (pg:0xae,off:0x10)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x2b10, val:    0	  tlb_Hits: 34
virt: 0x972a (pg:0x97,off:0x2a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xb72a, val:   37	  tlb_Hits: 34
virt: 0xfa7f (pg:0xfa,off:0x7f)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x117f, val:  -97	  tlb_Hits: 34
virt: 0x3ab4 (pg:0x3a,off:0xb4)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x60b4, val:    0	  tlb_Hits: 34
virt: 0x970d (pg:0x97,off:0x d)--->  *IN_TLB*  , ---------- , -----------,  phys: 0xb70d, val:    0	  tlb_Hits: 35

virt: 0xb245 (pg:0xb2,off:0x45)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x1e45, val:    0	  tlb_Hits: 35
virt: 0xa88f (pg:0xa8,off:0x8f)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x448f, val:   35	  tlb_Hits: 35
virt: 0x24f9 (pg:0x24,off:0xf9)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x59f9, val:    0	  tlb_Hits: 35
virt: 0x09c2 (pg:0x 9,off:0xc2)--->  *IN_TLB*  , ---------- , -----------,  phys: 0x12c2, val:    2	  tlb_Hits: 36
virt: 0x369a (pg:0x36,off:0x9a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x7a9a, val:   13	  tlb_Hits: 36

virt: 0x3fc6 (pg:0x3f,off:0xc6)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xdac6, val:   15	  tlb_Hits: 36
virt: 0xc8f2 (pg:0xc8,off:0xf2)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x7ff2, val:   50	  tlb_Hits: 36
virt: 0x881d (pg:0x88,off:0x1d)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x681d, val:    0	  tlb_Hits: 36
virt: 0xf8b3 (pg:0xf8,off:0xb3)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6eb3, val:   44	  tlb_Hits: 36
virt: 0x99ca (pg:0x99,off:0xca)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xd9ca, val:   38	  tlb_Hits: 36

virt: 0xd977 (pg:0xd9,off:0x77)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xea77, val:   93	  tlb_Hits: 36
virt: 0xfbf0 (pg:0xfb,off:0xf0)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x13f0, val:    0	  tlb_Hits: 36
virt: 0x1e57 (pg:0x1e,off:0x57)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xe257, val: -107	  tlb_Hits: 36
virt: 0x188b (pg:0x18,off:0x8b)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x1d8b, val:   34	  tlb_Hits: 36
virt: 0xda4c (pg:0xda,off:0x4c)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x874c, val:    0	  tlb_Hits: 36

virt: 0xeeaf (pg:0xee,off:0xaf)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x17af, val:  -85	  tlb_Hits: 36
virt: 0x27c8 (pg:0x27,off:0xc8)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xebc8, val:    0	  tlb_Hits: 36
virt: 0x9a77 (pg:0x9a,off:0x77)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa977, val:  -99	  tlb_Hits: 36
virt: 0x2553 (pg:0x25,off:0x53)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xe853, val:   84	  tlb_Hits: 36
virt: 0x368b (pg:0x36,off:0x8b)--->  *IN_TLB*  , ---------- , -----------,  phys: 0x7a8b, val:  -94	  tlb_Hits: 37

virt: 0xe65f (pg:0xe6,off:0x5f)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3a5f, val: -105	  tlb_Hits: 37
virt: 0x4c51 (pg:0x4c,off:0x51)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5851, val:    0	  tlb_Hits: 37
virt: 0x17d5 (pg:0x17,off:0xd5)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x24d5, val:    0	  tlb_Hits: 37
virt: 0xa1cd (pg:0xa1,off:0xcd)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x61cd, val:    0	  tlb_Hits: 37
virt: 0xb1be (pg:0xb1,off:0xbe)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xb3be, val:   44	  tlb_Hits: 37

virt: 0x7290 (pg:0x72,off:0x90)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x9090, val:    0	  tlb_Hits: 37
virt: 0x1fd5 (pg:0x1f,off:0xd5)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x84d5, val:    0	  tlb_Hits: 37
virt: 0x636a (pg:0x63,off:0x6a)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xec6a, val:   24	  tlb_Hits: 37
virt: 0xe640 (pg:0xe6,off:0x40)--->  *IN_TLB*  , ---------- , -----------,  phys: 0x3a40, val:    0	  tlb_Hits: 38
virt: 0xc5ea (pg:0xc5,off:0xea)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x48ea, val:   49	  tlb_Hits: 38

virt: 0x5a2c (pg:0x5a,off:0x2c)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8c2c, val:    0	  tlb_Hits: 38
virt: 0x8e74 (pg:0x8e,off:0x74)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3874, val:    0	  tlb_Hits: 38
virt: 0x836d (pg:0x83,off:0x6d)---> -----------, ---------- , *IN_BACK_S*,  phys: 0xed6d, val:    0	  tlb_Hits: 38
virt: 0x61aa (pg:0x61,off:0xaa)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xcdaa, val:   24	  tlb_Hits: 38
virt: 0xd1d3 (pg:0xd1,off:0xd3)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x03d3, val:  116	  tlb_Hits: 38

virt: 0xeb0d (pg:0xeb,off:0x d)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xe10d, val:    0	  tlb_Hits: 38
virt: 0xb512 (pg:0xb5,off:0x12)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xc412, val:   45	  tlb_Hits: 38
virt: 0x1264 (pg:0x12,off:0x64)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6c64, val:    0	  tlb_Hits: 38
virt: 0x6e30 (pg:0x6e,off:0x30)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8830, val:    0	  tlb_Hits: 38
virt: 0xe5dc (pg:0xe5,off:0xdc)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xd7dc, val:    0	  tlb_Hits: 38

virt: 0x569d (pg:0x56,off:0x9d)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xdd9d, val:    0	  tlb_Hits: 38
virt: 0x2157 (pg:0x21,off:0x57)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4e57, val:   85	  tlb_Hits: 38
virt: 0xa515 (pg:0xa5,off:0x15)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x2a15, val:    0	  tlb_Hits: 38
virt: 0x73f7 (pg:0x73,off:0xf7)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xc1f7, val:   -3	  tlb_Hits: 38
virt: 0x93a7 (pg:0x93,off:0xa7)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x72a7, val:  -23	  tlb_Hits: 38

virt: 0x5826 (pg:0x58,off:0x26)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0b26, val:   22	  tlb_Hits: 38
virt: 0xf438 (pg:0xf4,off:0x38)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0138, val:    0	  tlb_Hits: 38
virt: 0x1002 (pg:0x10,off:0x 2)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xc602, val:    4	  tlb_Hits: 38
virt: 0xbb7f (pg:0xbb,off:0x7f)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x647f, val:  -33	  tlb_Hits: 38
virt: 0xc1fc (pg:0xc1,off:0xfc)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xb1fc, val:    0	  tlb_Hits: 38

virt: 0x90c7 (pg:0x90,off:0xc7)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x47c7, val:   49	  tlb_Hits: 38
virt: 0xa380 (pg:0xa3,off:0x80)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x9780, val:    0	  tlb_Hits: 38
virt: 0x1529 (pg:0x15,off:0x29)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5429, val:    0	  tlb_Hits: 38
virt: 0xbed8 (pg:0xbe,off:0xd8)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x80d8, val:    0	  tlb_Hits: 38
virt: 0x29ba (pg:0x29,off:0xba)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x6bba, val:   10	  tlb_Hits: 38

virt: 0x5762 (pg:0x57,off:0x62)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x2c62, val:   21	  tlb_Hits: 38
virt: 0xf731 (pg:0xf7,off:0x31)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4231, val:    0	  tlb_Hits: 38
virt: 0xf3f4 (pg:0xf3,off:0xf4)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5df4, val:    0	  tlb_Hits: 38
virt: 0xc564 (pg:0xc5,off:0x64)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4864, val:    0	  tlb_Hits: 38
virt: 0x233e (pg:0x23,off:0x3e)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xbc3e, val:    8	  tlb_Hits: 38

virt: 0xe7a4 (pg:0xe7,off:0xa4)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x28a4, val:    0	  tlb_Hits: 38
virt: 0xe524 (pg:0xe5,off:0x24)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xd724, val:    0	  tlb_Hits: 38
virt: 0xdc51 (pg:0xdc,off:0x51)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xc851, val:    0	  tlb_Hits: 38
virt: 0x2146 (pg:0x21,off:0x46)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4e46, val:    8	  tlb_Hits: 38
virt: 0xf65a (pg:0xf6,off:0x5a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x565a, val:   61	  tlb_Hits: 38

virt: 0xf712 (pg:0xf7,off:0x12)--->  *IN_TLB*  , ---------- , -----------,  phys: 0x4212, val:   61	  tlb_Hits: 39
virt: 0xbdd0 (pg:0xbd,off:0xd0)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x07d0, val:    0	  tlb_Hits: 39
virt: 0x7063 (pg:0x70,off:0x63)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0563, val:   24	  tlb_Hits: 39
virt: 0x9329 (pg:0x93,off:0x29)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x7229, val:    0	  tlb_Hits: 39
virt: 0xed68 (pg:0xed,off:0x68)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5c68, val:    0	  tlb_Hits: 39

virt: 0xdc76 (pg:0xdc,off:0x76)--->  *IN_TLB*  , ---------- , -----------,  phys: 0xc876, val:   55	  tlb_Hits: 40
virt: 0xec08 (pg:0xec,off:0x 8)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x1c08, val:    0	  tlb_Hits: 40
virt: 0x9c39 (pg:0x9c,off:0x39)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x0439, val:    0	  tlb_Hits: 40
virt: 0xdac4 (pg:0xda,off:0xc4)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x87c4, val:    0	  tlb_Hits: 40
virt: 0xe67a (pg:0xe6,off:0x7a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x3a7a, val:   57	  tlb_Hits: 40

virt: 0x84be (pg:0x84,off:0xbe)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xa4be, val:   33	  tlb_Hits: 40
virt: 0x639a (pg:0x63,off:0x9a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xec9a, val:   24	  tlb_Hits: 40
virt: 0xded7 (pg:0xde,off:0xd7)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x92d7, val:  -75	  tlb_Hits: 40
virt: 0x0579 (pg:0x 5,off:0x79)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xc979, val:    0	  tlb_Hits: 40
virt: 0x3b1a (pg:0x3b,off:0x1a)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x7e1a, val:   14	  tlb_Hits: 40

virt: 0xa7d0 (pg:0xa7,off:0xd0)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x4cd0, val:    0	  tlb_Hits: 40
virt: 0xf183 (pg:0xf1,off:0x83)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5783, val:   96	  tlb_Hits: 40
virt: 0x7eba (pg:0x7e,off:0xba)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x1bba, val:   31	  tlb_Hits: 40
virt: 0xfb30 (pg:0xfb,off:0x30)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x1330, val:    0	  tlb_Hits: 40
virt: 0x7641 (pg:0x76,off:0x41)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xe641, val:    0	  tlb_Hits: 40

virt: 0x94c2 (pg:0x94,off:0xc2)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x91c2, val:   37	  tlb_Hits: 40
virt: 0x5784 (pg:0x57,off:0x84)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x2c84, val:    0	  tlb_Hits: 40
virt: 0x0ee0 (pg:0x e,off:0xe0)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x27e0, val:    0	  tlb_Hits: 40
virt: 0x41f3 (pg:0x41,off:0xf3)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xbbf3, val:  124	  tlb_Hits: 40
virt: 0x5a47 (pg:0x5a,off:0x47)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x8c47, val: -111	  tlb_Hits: 40

virt: 0xf3d1 (pg:0xf3,off:0xd1)---> -----------, *IN_P_TBLE*, -----------,  phys: 0x5dd1, val:    0	  tlb_Hits: 40
virt: 0xebcc (pg:0xeb,off:0xcc)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xe1cc, val:    0	  tlb_Hits: 40
virt: 0x11be (pg:0x11,off:0xbe)---> -----------, *IN_P_TBLE*, -----------,  phys: 0xe5be, val:    4	  tlb_Hits: 40
